totalGamesPlayed;gamesWonInSeries;movesInSeries;correctMovesInSeries;cellsToUnCoverInSeries;
1427000;873;18781;0;2180;2022-02-27T13:00:00.973;
1428000;885;18752;0;2261;2022-02-27T13:02:11.088;
1429000;911;19328;0;1591;2022-02-27T13:04:26;
1430000;885;18580;0;1668;2022-02-27T13:06:36.905;
1431000;875;18494;0;1939;2022-02-27T13:08:47.967;
1432000;887;18938;0;1693;2022-02-27T13:10:59.942;
1433000;879;18619;0;1646;2022-02-27T13:13:11.042;
1434000;907;18912;0;1583;2022-02-27T13:15:26.968;
1435000;889;18852;0;2160;2022-02-27T13:17:39.209;
1436000;896;18861;0;1876;2022-02-27T13:19:53.620;
1437000;879;18872;0;1631;2022-02-27T13:22:10.603;
1438000;896;19047;0;1799;2022-02-27T13:24:24.821;
1439000;888;18613;0;1815;2022-02-27T13:26:45.366;
1440000;895;18623;0;1586;2022-02-27T13:28:58.826;
1441000;898;18704;0;1712;2022-02-27T13:31:11.590;
1442000;881;18468;0;1900;2022-02-27T13:33:35.595;
1443000;880;18375;0;2321;2022-02-27T13:36:05.018;
1444000;888;19006;0;1787;2022-02-27T13:38:39.564;
1445000;892;18512;0;2139;2022-02-27T13:41:12.849;
1446000;884;18961;0;1710;2022-02-27T13:43:50.772;
1447000;894;18643;0;1755;2022-02-27T13:46:25.660;
1448000;896;18820;0;1540;2022-02-27T13:49:01.952;
1449000;881;18785;0;2105;2022-02-27T13:51:35.337;
1450000;901;18605;0;2012;2022-02-27T13:54:05.737;
1451000;872;18571;0;2263;2022-02-27T13:56:37.069;
1452000;878;18779;0;2230;2022-02-27T13:59:13.840;
1453000;885;18735;0;2009;2022-02-27T14:01:49.688;
1454000;895;18825;0;1553;2022-02-27T14:04:19.564;
1455000;897;18799;0;1908;2022-02-27T14:06:31.034;
1456000;890;18996;0;2014;2022-02-27T14:08:43.971;
1457000;883;18600;0;1794;2022-02-27T14:10:57.776;
1458000;891;18933;0;1826;2022-02-27T14:13:10.105;
1459000;883;19192;0;1466;2022-02-27T14:15:25.866;
1460000;889;19029;0;2098;2022-02-27T14:17:38.657;
